Fecha,Nombre Embalse,Volumen Útil Diario Energía kWh,Volumen Máximo Util Gwh
2017-11-03,ALTOANCHICAYA,3033400,36.88
2017-11-03,CALIMA1,179880700,217.04
2017-11-03,SALVAJINA,37185100,171.82
2017-11-04,AMANI,212460000,246.13
2017-11-04,MIRAFLORES,272386500,313.1
2017-11-04,PENOL,3724131700,4078.46
2017-11-04,PLAYAS,116654600,96.35
2017-11-04,PORCE II,72984400,130.14
2017-11-04,PORCE III,87194100,117.29
2017-11-04,PUNCHINA,75996800,65.12
2017-11-04,RIOGRANDE2,398126100,560.59
2017-11-04,SAN LORENZO,361116200,422.91
2017-11-04,TRONERAS,45765200,71
2017-11-04,URRA1,114496900,158.45
2017-11-04,AGREGADO BOGOTA,1551054800,3763.5
2017-11-04,BETANIA,81648300,124.66
2017-11-04,EL QUIMBO,552017400,1113.81
2017-11-04,MUNA,48622100,57.6
2017-11-04,PRADO,14163900,57.2
2017-11-04,TOPOCORO,676709500,1003.3
2017-11-04,CHUZA,886408200,980.6
2017-11-04,ESMERALDA,904486300,1112.97
2017-11-04,GUAVIO,1715819400,2091.46
2017-11-04,ALTOANCHICAYA,12873600,36.88
2017-11-04,CALIMA1,180486700,217.04
2017-11-04,SALVAJINA,40281100,171.82
2017-11-05,AMANI,208121300,246.13
2017-11-05,MIRAFLORES,271961600,313.1
2017-11-05,PENOL,3726549800,4078.46
2017-11-05,PLAYAS,112933200,96.35
2017-11-05,PORCE II,86494900,130.14
2017-11-05,PORCE III,72640700,117.29
2017-11-05,PUNCHINA,72948500,65.12
2017-11-05,RIOGRANDE2,393792000,560.59
2017-11-05,SAN LORENZO,353921300,422.91
2017-11-05,TRONERAS,46985700,71
2017-11-05,URRA1,114616800,158.45
2017-11-05,AGREGADO BOGOTA,1549473600,3763.5
2017-11-05,BETANIA,84749300,124.66
2017-11-05,EL QUIMBO,556608300,1113.81
2017-11-05,MUNA,54500500,57.6
2017-11-05,PRADO,14685400,57.2
2017-11-05,TOPOCORO,686537800,1003.3
2017-11-05,CHUZA,881646200,980.6
2017-11-05,ESMERALDA,912404700,1112.97
2017-11-05,GUAVIO,1723442100,2091.46
2017-11-05,ALTOANCHICAYA,18249900,36.88
2017-11-05,CALIMA1,181305200,217.04
2017-11-05,SALVAJINA,42718000,171.82
2017-11-06,AMANI,208247900,246.13
2017-11-06,MIRAFLORES,271118100,313.1
2017-11-06,PENOL,3724131700,4078.46
2017-11-06,PLAYAS,106883400,96.35
2017-11-06,PORCE II,71741000,130.14
2017-11-06,PORCE III,91153100,117.29
2017-11-06,PUNCHINA,65411000,65.12
2017-11-06,RIOGRANDE2,390102000,560.59
2017-11-06,SAN LORENZO,360351900,422.91
2017-11-06,TRONERAS,47231700,71
2017-11-06,URRA1,114825600,158.45
2017-11-06,AGREGADO BOGOTA,1547896900,3763.5
2017-11-06,BETANIA,85908100,124.66
2017-11-06,EL QUIMBO,561199200,1113.81
2017-11-06,MUNA,53543600,57.6
2017-11-06,PRADO,15248700,57.2
2017-11-06,TOPOCORO,701805700,1003.3
2017-11-06,CHUZA,876893400,980.6
2017-11-06,ESMERALDA,919172800,1112.97
2017-11-06,GUAVIO,1713599200,2091.46
2017-11-06,ALTOANCHICAYA,19532300,36.88
2017-11-06,CALIMA1,181812800,217.04
2017-11-06,SALVAJINA,43861200,171.82
2017-11-07,AMANI,203749500,246.13
2017-11-07,MIRAFLORES,269852900,313.1
2017-11-07,PENOL,3707225500,4078.46
2017-11-07,PLAYAS,109642300,96.35
2017-11-07,PORCE II,84164400,130.14
2017-11-07,PORCE III,76930200,117.29
2017-11-07,PUNCHINA,62665900,65.12
2017-11-07,RIOGRANDE2,384784200,560.59
2017-11-07,SAN LORENZO,366097300,422.91
2017-11-07,TRONERAS,44678900,71
2017-11-07,URRA1,115122300,158.45
2017-11-07,AGREGADO BOGOTA,1544647800,3763.5
2017-11-07,BETANIA,86908100,124.66
2017-11-07,EL QUIMBO,562550100,1113.81
2017-11-07,MUNA,50171500,57.6
2017-11-07,PRADO,15571600,57.2
2017-11-07,TOPOCORO,700004600,1003.3
2017-11-07,CHUZA,871160800,980.6
2017-11-07,ESMERALDA,912615600,1112.97
2017-11-07,GUAVIO,1716452600,2091.46
2017-11-07,ALTOANCHICAYA,20346200,36.88
2017-11-07,CALIMA1,181916400,217.04
2017-11-07,SALVAJINA,44017100,171.82
2017-11-08,AMANI,213093200,246.13
2017-11-08,MIRAFLORES,269220300,313.1
2017-11-08,PENOL,3692790200,4078.46
2017-11-08,PLAYAS,114219100,96.35
2017-11-08,PORCE II,67922100,130.14
2017-11-08,PORCE III,79124100,117.29
2017-11-08,PUNCHINA,66609100,65.12
2017-11-08,RIOGRANDE2,394831100,560.59
2017-11-08,SAN LORENZO,355897900,422.91
2017-11-08,TRONERAS,55848600,71
2017-11-08,URRA1,115355900,158.45
2017-11-08,AGREGADO BOGOTA,1542132400,3763.5
2017-11-08,BETANIA,85410500,124.66
2017-11-08,EL QUIMBO,557146800,1113.81
2017-11-08,MUNA,51401800,57.6
2017-11-08,PRADO,16867200,57.2
2017-11-08,TOPOCORO,705861000,1003.3
2017-11-08,CHUZA,864945200,980.6
2017-11-08,ESMERALDA,914456200,1112.97
2017-11-08,GUAVIO,1706949500,2091.46
2017-11-08,ALTOANCHICAYA,27584400,36.88
2017-11-08,CALIMA1,182325600,217.04
2017-11-08,SALVAJINA,45422900,171.82
2017-11-09,AMANI,216198600,246.13
2017-11-09,MIRAFLORES,269220300,313.1
2017-11-09,PENOL,3675944900,4078.46
2017-11-09,PLAYAS,110673000,96.35
2017-11-09,PORCE II,77700900,130.14
2017-11-09,PORCE III,65568600,117.29
2017-11-09,PUNCHINA,75102000,65.12
2017-11-09,RIOGRANDE2,404897700,560.59
2017-11-09,SAN LORENZO,361116200,422.91
2017-11-09,TRONERAS,51768600,71
2017-11-09,URRA1,115299000,158.45
2017-11-09,AGREGADO BOGOTA,1540792700,3763.5
2017-11-09,BETANIA,88253700,124.66
2017-11-09,EL QUIMBO,562006900,1113.81
2017-11-09,MUNA,51082800,57.6
2017-11-09,PRADO,17315800,57.2
2017-11-09,TOPOCORO,714217900,1003.3
2017-11-09,CHUZA,858747800,980.6
2017-11-09,ESMERALDA,903278400,1112.97
2017-11-09,GUAVIO,1702840800,2091.46
2017-11-09,ALTOANCHICAYA,27140500,36.88
2017-11-09,CALIMA1,183040500,217.04
2017-11-09,SALVAJINA,48283700,171.82
2017-11-10,AMANI,220278500,246.13
2017-11-10,MIRAFLORES,269431200,313.1
2017-11-10,PENOL,3680752600,4078.46
2017-11-10,PLAYAS,107185400,96.35
2017-11-10,PORCE II,72656600,130.14
2017-11-10,PORCE III,79327400,117.29
2017-11-10,PUNCHINA,69445100,65.12
2017-11-10,RIOGRANDE2,406916600,560.59
2017-11-10,SAN LORENZO,364595100,422.91
2017-11-10,TRONERAS,47477700,71
2017-11-10,URRA1,115331200,158.45
2017-11-10,AGREGADO BOGOTA,1538505100,3763.5
2017-11-10,BETANIA,88083400,124.66
2017-11-10,EL QUIMBO,568217900,1113.81
2017-11-10,MUNA,43518400,57.6
2017-11-10,PRADO,17927800,57.2
2017-11-10,TOPOCORO,739002500,1003.3
2017-11-10,CHUZA,852327100,980.6
2017-11-10,ESMERALDA,888323400,1112.97
2017-11-10,GUAVIO,1692748400,2091.46
2017-11-10,ALTOANCHICAYA,22023200,36.88
2017-11-10,CALIMA1,183449700,217.04
2017-11-10,SALVAJINA,50974900,171.82
2017-11-11,AMANI,222205600,246.13
2017-11-11,MIRAFLORES,269015800,313.1
2017-11-11,PENOL,3666366000,4078.46
2017-11-11,PLAYAS,109866400,96.35
2017-11-11,PORCE II,89596600,130.14
2017-11-11,PORCE III,66179400,117.29
2017-11-11,PUNCHINA,68474500,65.12
2017-11-11,RIOGRANDE2,405024200,560.59
2017-11-11,SAN LORENZO,365596600,422.91
2017-11-11,TRONERAS,44321000,71
2017-11-11,URRA1,116014700,158.45
2017-11-11,AGREGADO BOGOTA,1535689000,3763.5
2017-11-11,BETANIA,94500400,124.66
2017-11-11,EL QUIMBO,576647800,1113.81
2017-11-11,MUNA,45888000,57.6
2017-11-11,PRADO,20315000,57.2
2017-11-11,TOPOCORO,757803800,1003.3
2017-11-11,CHUZA,846175300,980.6
2017-11-11,ESMERALDA,895187400,1112.97
2017-11-11,GUAVIO,1688343600,2091.46
2017-11-11,ALTOANCHICAYA,18496500,36.88
2017-11-11,CALIMA1,183144100,217.04
2017-11-11,SALVAJINA,53187500,171.82
2017-11-12,AMANI,220790600,246.13
2017-11-12,MIRAFLORES,267961500,313.1
2017-11-12,PENOL,3649573600,4078.46
2017-11-12,PLAYAS,106074800,96.35
2017-11-12,PORCE II,75260700,130.14
2017-11-12,PORCE III,84864100,117.29
2017-11-12,PUNCHINA,68868800,65.12
2017-11-12,RIOGRANDE2,414885400,560.59
2017-11-12,SAN LORENZO,372896900,422.91
2017-11-12,TRONERAS,40803300,71
2017-11-12,URRA1,117153000,158.45
2017-11-12,AGREGADO BOGOTA,1532695100,3763.5
2017-11-12,BETANIA,90729900,124.66
2017-11-12,EL QUIMBO,582445700,1113.81
2017-11-12,MUNA,45888000,57.6
2017-11-12,PRADO,21063400,57.2
2017-11-12,TOPOCORO,773267400,1003.3
2017-11-12,CHUZA,839795700,980.6
2017-11-12,ESMERALDA,899443800,1112.97
2017-11-12,GUAVIO,1686773000,2091.46
2017-11-12,ALTOANCHICAYA,13551800,36.88
2017-11-12,CALIMA1,183755300,217.04
2017-11-12,SALVAJINA,54456600,171.82
2017-11-13,AMANI,217789800,246.13
2017-11-13,MIRAFLORES,267332000,313.1
2017-11-13,PENOL,3632850200,4078.46
2017-11-13,PLAYAS,108103100,96.35
2017-11-13,PORCE II,83641200,130.14
2017-11-13,PORCE III,73073800,117.29
2017-11-13,PUNCHINA,64789200,65.12
2017-11-13,RIOGRANDE2,421550400,560.59
2017-11-13,SAN LORENZO,378984900,422.91
2017-11-13,TRONERAS,38100400,71
2017-11-13,URRA1,119646000,158.45
2017-11-13,AGREGADO BOGOTA,1529468800,3763.5
2017-11-13,BETANIA,95125200,124.66
2017-11-13,EL QUIMBO,575543000,1113.81
2017-11-13,MUNA,41741200,57.6
2017-11-13,PRADO,21522800,57.2
2017-11-13,TOPOCORO,782769500,1003.3
2017-11-13,CHUZA,833438800,980.6
2017-11-13,ESMERALDA,900038100,1112.97
2017-11-13,GUAVIO,1678300600,2091.46
2017-11-13,ALTOANCHICAYA,19532300,36.88
2017-11-13,CALIMA1,185091800,217.04
2017-11-13,SALVAJINA,56114000,171.82
2017-11-14,AMANI,219832600,246.13
2017-11-14,MIRAFLORES,266702600,313.1
2017-11-14,PENOL,3618516500,4078.46
2017-11-14,PLAYAS,113656000,96.35
2017-11-14,PORCE II,93009500,130.14
2017-11-14,PORCE III,58558400,117.29
2017-11-14,PUNCHINA,73085000,65.12
2017-11-14,RIOGRANDE2,426812800,560.59
2017-11-14,SAN LORENZO,384624900,422.91
2017-11-14,TRONERAS,37001300,71
2017-11-14,URRA1,120229400,158.45
2017-11-14,AGREGADO BOGOTA,1526251600,3763.5
2017-11-14,BETANIA,89442200,124.66
2017-11-14,EL QUIMBO,574990600,1113.81
2017-11-14,MUNA,41467800,57.6
2017-11-14,PRADO,22067200,57.2
2017-11-14,TOPOCORO,780218200,1003.3
2017-11-14,CHUZA,827104700,980.6
2017-11-14,ESMERALDA,905713300,1112.97
2017-11-14,GUAVIO,1669850100,2091.46
2017-11-14,ALTOANCHICAYA,25216900,36.88
2017-11-14,CALIMA1,184677400,217.04
2017-11-14,SALVAJINA,60552900,171.82
2017-11-15,AMANI,221242100,246.13
2017-11-15,MIRAFLORES,266073200,313.1
2017-11-15,PENOL,3618516500,4078.46
2017-11-15,PLAYAS,114579600,96.35
2017-11-15,PORCE II,90333300,130.14
2017-11-15,PORCE III,72706100,117.29
2017-11-15,PUNCHINA,76087800,65.12
2017-11-15,RIOGRANDE2,437306200,560.59
2017-11-15,SAN LORENZO,404312100,422.91
2017-11-15,TRONERAS,38656300,71
2017-11-15,URRA1,122593900,158.45
2017-11-15,AGREGADO BOGOTA,1530890600,3763.5
2017-11-15,BETANIA,94500400,124.66
2017-11-15,EL QUIMBO,574438200,1113.81
2017-11-15,MUNA,48029700,57.6
2017-11-15,PRADO,25914900,57.2
2017-11-15,TOPOCORO,804216300,1003.3
2017-11-15,CHUZA,821517900,980.6
2017-11-15,ESMERALDA,908340000,1112.97
2017-11-15,GUAVIO,1660179800,2091.46
2017-11-15,ALTOANCHICAYA,23157600,36.88
2017-11-15,CALIMA1,184988200,217.04
2017-11-15,SALVAJINA,64866000,171.82
2017-11-16,AMANI,228460500,246.13
2017-11-16,MIRAFLORES,266702600,313.1
2017-11-16,PENOL,3618516500,4078.46
2017-11-16,PLAYAS,116531900,96.35
2017-11-16,PORCE II,115237300,130.14
2017-11-16,PORCE III,68467800,117.29
2017-11-16,PUNCHINA,75208200,65.12
2017-11-16,RIOGRANDE2,447637500,560.59
2017-11-16,SAN LORENZO,427135500,422.91
2017-11-16,TRONERAS,41378400,71
2017-11-16,URRA1,123596300,158.45
2017-11-16,AGREGADO BOGOTA,1531979700,3763.5
2017-11-16,BETANIA,91248900,124.66
2017-11-16,EL QUIMBO,579405200,1113.81
2017-11-16,MUNA,54773900,57.6
2017-11-16,PRADO,26963300,57.2
2017-11-16,TOPOCORO,828424700,1003.3
2017-11-16,CHUZA,816437000,980.6
2017-11-16,ESMERALDA,896797900,1112.97
2017-11-16,GUAVIO,1668600200,2091.46
2017-11-16,ALTOANCHICAYA,25475800,36.88
2017-11-16,CALIMA1,183449700,217.04
2017-11-16,SALVAJINA,68541800,171.82
2017-11-17,AMANI,228526500,246.13
2017-11-17,MIRAFLORES,266913500,313.1
2017-11-17,PENOL,3620902100,4078.46
2017-11-17,PLAYAS,115668700,96.35
2017-11-17,PORCE II,103728000,130.14
2017-11-17,PORCE III,87385900,117.29
2017-11-17,PUNCHINA,76785500,65.12
2017-11-17,RIOGRANDE2,450655900,560.59
2017-11-17,SAN LORENZO,429560100,422.91
2017-11-17,TRONERAS,45039900,71
2017-11-17,URRA1,124456500,158.45
2017-11-17,AGREGADO BOGOTA,1531483000,3763.5
2017-11-17,BETANIA,91075300,124.66
2017-11-17,EL QUIMBO,572001200,1113.81
2017-11-17,MUNA,57599200,57.6
2017-11-17,PRADO,27402300,57.2
2017-11-17,TOPOCORO,854981300,1003.3
2017-11-17,CHUZA,811852700,980.6
2017-11-17,ESMERALDA,902473100,1112.97
2017-11-17,GUAVIO,1663296400,2091.46
2017-11-17,ALTOANCHICAYA,34156900,36.88
2017-11-17,CALIMA1,183656900,217.04
2017-11-17,SALVAJINA,74222400,171.82
2017-11-18,AMANI,229567200,246.13
2017-11-18,MIRAFLORES,270274600,313.1
2017-11-18,PENOL,3642388400,4078.46
2017-11-18,PLAYAS,110131400,96.35
2017-11-18,PORCE II,108449000,130.14
2017-11-18,PORCE III,88663100,117.29
2017-11-18,PUNCHINA,74161700,65.12
2017-11-18,RIOGRANDE2,452832800,560.59
2017-11-18,SAN LORENZO,440392100,422.91
2017-11-18,TRONERAS,59804000,71
2017-11-18,URRA1,125874200,158.45
2017-11-18,AGREGADO BOGOTA,1529851600,3763.5
2017-11-18,BETANIA,97741900,124.66
2017-11-18,EL QUIMBO,564977800,1113.81
2017-11-18,MUNA,57599200,57.6
2017-11-18,PRADO,29670700,57.2
2017-11-18,TOPOCORO,880342100,1003.3
2017-11-18,CHUZA,809683700,980.6
2017-11-18,ESMERALDA,906518600,1112.97
2017-11-18,GUAVIO,1668912700,2091.46
2017-11-18,ALTOANCHICAYA,32418200,36.88
2017-11-18,CALIMA1,184578900,217.04
2017-11-18,SALVAJINA,77468900,171.82
2017-11-19,AMANI,228917500,246.13
2017-11-19,MIRAFLORES,271750700,313.1
2017-11-19,PENOL,3661562400,4078.46
2017-11-19,PLAYAS,108956500,96.35
2017-11-19,PORCE II,124607100,130.14
2017-11-19,PORCE III,82629600,117.29
2017-11-19,PUNCHINA,73039500,65.12
2017-11-19,RIOGRANDE2,487908000,560.59
2017-11-19,SAN LORENZO,442579500,422.91
2017-11-19,TRONERAS,75108100,71
2017-11-19,URRA1,126821000,158.45
2017-11-19,AGREGADO BOGOTA,1530220700,3763.5
2017-11-19,BETANIA,96743500,124.66
2017-11-19,EL QUIMBO,564439300,1113.81
2017-11-19,MUNA,57599200,57.6
2017-11-19,PRADO,32265900,57.2
2017-11-19,TOPOCORO,894069800,1003.3
2017-11-19,CHUZA,805354600,980.6
2017-11-19,ESMERALDA,915491600,1112.97
2017-11-19,GUAVIO,1677360400,2091.46
2017-11-19,ALTOANCHICAYA,32208600,36.88
2017-11-19,CALIMA1,186117400,217.04
2017-11-19,SALVAJINA,81341600,171.82
2017-11-20,AMANI,231516300,246.13
2017-11-20,MIRAFLORES,273019100,313.1
2017-11-20,PENOL,3656766900,4078.46
2017-11-20,PLAYAS,109747500,96.35
2017-11-20,PORCE II,113415000,130.14
2017-11-20,PORCE III,85101000,117.29
2017-11-20,PUNCHINA,69005300,65.12
2017-11-20,RIOGRANDE2,505331000,560.59
2017-11-20,SAN LORENZO,438494500,422.91
2017-11-20,TRONERAS,71008900,71
2017-11-20,URRA1,127404400,158.45
2017-11-20,AGREGADO BOGOTA,1532439900,3763.5
2017-11-20,BETANIA,99851100,124.66
2017-11-20,EL QUIMBO,576647800,1113.81
2017-11-20,MUNA,57599200,57.6
2017-11-20,PRADO,33933100,57.2
2017-11-20,TOPOCORO,915143400,1003.3
2017-11-20,CHUZA,805354600,980.6
2017-11-20,ESMERALDA,923467500,1112.97
2017-11-20,GUAVIO,1665790700,2091.46
2017-11-20,ALTOANCHICAYA,32788100,36.88
2017-11-20,CALIMA1,188588300,217.04
2017-11-20,SALVAJINA,90060800,171.82
2017-11-21,AMANI,231841100,246.13
2017-11-21,MIRAFLORES,273865800,313.1
2017-11-21,PENOL,3647179900,4078.46
2017-11-21,PLAYAS,109022700,96.35
2017-11-21,PORCE II,103675300,130.14
2017-11-21,PORCE III,86206800,117.29
2017-11-21,PUNCHINA,65987300,65.12
2017-11-21,RIOGRANDE2,513386700,560.59
2017-11-21,SAN LORENZO,434145900,422.91
2017-11-21,TRONERAS,67909700,71
2017-11-21,URRA1,128024900,158.45
2017-11-21,AGREGADO BOGOTA,1532963900,3763.5
2017-11-21,BETANIA,102181800,124.66
2017-11-21,EL QUIMBO,588517400,1113.81
2017-11-21,MUNA,57599200,57.6
2017-11-21,PRADO,34773400,57.2
2017-11-21,TOPOCORO,926102300,1003.3
2017-11-21,CHUZA,793634300,980.6
2017-11-21,ESMERALDA,919997200,1112.97
2017-11-21,GUAVIO,1670475000,2091.46
2017-11-21,ALTOANCHICAYA,30543900,36.88
2017-11-21,CALIMA1,189826300,217.04
2017-11-21,SALVAJINA,97026900,171.82
2017-11-22,AMANI,233019400,246.13
2017-11-22,MIRAFLORES,274709300,313.1
2017-11-22,PENOL,3644782100,4078.46
2017-11-22,PLAYAS,110727600,96.35
2017-11-22,PORCE II,115977000,130.14
2017-11-22,PORCE III,76383100,117.29
2017-11-22,PUNCHINA,72068800,65.12
2017-11-22,RIOGRANDE2,514157100,560.59
2017-11-22,SAN LORENZO,427662600,422.91
2017-11-22,TRONERAS,63024600,71
2017-11-22,URRA1,128934600,158.45
2017-11-22,AGREGADO BOGOTA,1532357900,3763.5
2017-11-22,BETANIA,106387100,124.66
2017-11-22,EL QUIMBO,593215100,1113.81
2017-11-22,MUNA,57599200,57.6
2017-11-22,PRADO,34632900,57.2
2017-11-22,TOPOCORO,935383400,1003.3
2017-11-22,CHUZA,787446000,980.6
2017-11-22,ESMERALDA,918156600,1112.97
2017-11-22,GUAVIO,1647124500,2091.46
2017-11-22,ALTOANCHICAYA,27917400,36.88
2017-11-22,CALIMA1,189619100,217.04
2017-11-22,SALVAJINA,99564900,171.82
2017-11-23,AMANI,233278200,246.13
2017-11-23,MIRAFLORES,275345100,313.1
2017-11-23,PENOL,3649573600,4078.46
2017-11-23,PLAYAS,109299400,96.35
2017-11-23,PORCE II,103158100,130.14
2017-11-23,PORCE III,88877000,117.29
2017-11-23,PUNCHINA,70749400,65.12
2017-11-23,RIOGRANDE2,518250100,560.59
2017-11-23,SAN LORENZO,418860000,422.91
2017-11-23,TRONERAS,56385400,71
2017-11-23,URRA1,130323800,158.45
2017-11-23,AGREGADO BOGOTA,1531870300,3763.5
2017-11-23,BETANIA,102368600,124.66
2017-11-23,EL QUIMBO,597077300,1113.81
2017-11-23,MUNA,57599200,57.6
2017-11-23,PRADO,34587000,57.2
2017-11-23,TOPOCORO,936361900,1003.3
2017-11-23,CHUZA,781522000,980.6
2017-11-23,ESMERALDA,922451400,1112.97
2017-11-23,GUAVIO,1636906000,2091.46
2017-11-23,ALTOANCHICAYA,25377200,36.88
2017-11-23,CALIMA1,188588300,217.04
2017-11-23,SALVAJINA,101211400,171.82
2017-11-24,AMANI,234192200,246.13
2017-11-24,MIRAFLORES,275984100,313.1
2017-11-24,PENOL,3640027300,4078.46
2017-11-24,PLAYAS,108549300,96.35
2017-11-24,PORCE II,109175100,130.14
2017-11-24,PORCE III,80706300,117.29
2017-11-24,PUNCHINA,70112400,65.12
2017-11-24,RIOGRANDE2,523753600,560.59
2017-11-24,SAN LORENZO,419650700,422.91
2017-11-24,TRONERAS,53330900,71
2017-11-24,URRA1,132207500,158.45
2017-11-24,AGREGADO BOGOTA,1530134100,3763.5
2017-11-24,BETANIA,101431400,124.66
2017-11-24,EL QUIMBO,602903000,1113.81
2017-11-24,MUNA,57599200,57.6
2017-11-24,PRADO,34820700,57.2
2017-11-24,TOPOCORO,945429100,1003.3
2017-11-24,CHUZA,777976800,980.6
2017-11-24,ESMERALDA,932095400,1112.97
2017-11-24,GUAVIO,1632273700,2091.46
2017-11-24,ALTOANCHICAYA,21505300,36.88
2017-11-24,CALIMA1,189515500,217.04
2017-11-24,SALVAJINA,103101300,171.82
2017-11-25,AMANI,234065600,246.13
2017-11-25,MIRAFLORES,276619900,313.1
2017-11-25,PENOL,3642388400,4078.46
2017-11-25,PLAYAS,107315900,96.35
2017-11-25,PORCE II,94529600,130.14
2017-11-25,PORCE III,87229400,117.29
2017-11-25,PUNCHINA,67230900,65.12
2017-11-25,RIOGRANDE2,524073600,560.59
2017-11-25,SAN LORENZO,413272800,422.91
2017-11-25,TRONERAS,56117000,71
2017-11-25,URRA1,133942800,158.45
2017-11-25,AGREGADO BOGOTA,1527764500,3763.5
2017-11-25,BETANIA,95035900,124.66
2017-11-25,EL QUIMBO,606570100,1113.81
2017-11-25,MUNA,57599200,57.6
2017-11-25,PRADO,36139300,57.2
2017-11-25,TOPOCORO,950832500,1003.3
2017-11-25,CHUZA,774677600,980.6
2017-11-25,ESMERALDA,945152200,1112.97
2017-11-25,GUAVIO,1647124500,2091.46
2017-11-25,ALTOANCHICAYA,15845300,36.88
2017-11-25,CALIMA1,190137100,217.04
2017-11-25,SALVAJINA,103889000,171.82
2017-11-26,AMANI,233278200,246.13
2017-11-26,MIRAFLORES,277258900,313.1
2017-11-26,PENOL,3637633600,4078.46
2017-11-26,PLAYAS,107748500,96.35
2017-11-26,PORCE II,102123700,130.14
2017-11-26,PORCE III,76138300,117.29
2017-11-26,PUNCHINA,61407100,65.12
2017-11-26,RIOGRANDE2,527815000,560.59
2017-11-26,SAN LORENZO,414854100,422.91
2017-11-26,TRONERAS,58976500,71
2017-11-26,URRA1,136110800,158.45
2017-11-26,AGREGADO BOGOTA,1526556900,3763.5
2017-11-26,BETANIA,86656900,124.66
2017-11-26,EL QUIMBO,609397100,1113.81
2017-11-26,MUNA,57599200,57.6
2017-11-26,PRADO,36470200,57.2
2017-11-26,TOPOCORO,960929000,1003.3
2017-11-26,CHUZA,772558600,980.6
2017-11-26,ESMERALDA,952418800,1112.97
2017-11-26,GUAVIO,1655821700,2091.46
2017-11-26,ALTOANCHICAYA,11813100,36.88
2017-11-26,CALIMA1,191276700,217.04
2017-11-26,SALVAJINA,103935500,171.82
2017-11-27,AMANI,230018700,246.13
2017-11-27,MIRAFLORES,277897900,313.1
2017-11-27,PENOL,3620902100,4078.46
2017-11-27,PLAYAS,111867400,96.35
2017-11-27,PORCE II,86953400,130.14
2017-11-27,PORCE III,83904200,117.29
2017-11-27,PUNCHINA,63045100,65.12
2017-11-27,RIOGRANDE2,525397100,560.59
2017-11-27,SAN LORENZO,408001800,422.91
2017-11-27,TRONERAS,55982800,71
2017-11-27,URRA1,137924000,158.45
2017-11-27,AGREGADO BOGOTA,1526060200,3763.5
2017-11-27,BETANIA,81729300,124.66
2017-11-27,EL QUIMBO,601222600,1113.81
2017-11-27,MUNA,57599200,57.6
2017-11-27,PRADO,37133600,57.2
2017-11-27,TOPOCORO,961175400,1003.3
2017-11-27,CHUZA,766921700,980.6
2017-11-27,ESMERALDA,958496600,1112.97
2017-11-27,GUAVIO,1656131400,2091.46
2017-11-27,ALTOANCHICAYA,14945200,36.88
2017-11-27,CALIMA1,192105500,217.04
2017-11-27,SALVAJINA,104397700,171.82
2017-11-28,AMANI,226263600,246.13
2017-11-28,MIRAFLORES,278965000,313.1
2017-11-28,PENOL,3616130900,4078.46
2017-11-28,PLAYAS,109854700,96.35
2017-11-28,PORCE II,102123700,130.14
2017-11-28,PORCE III,71975100,117.29
2017-11-28,PUNCHINA,56190000,65.12
2017-11-28,RIOGRANDE2,523706200,560.59
2017-11-28,SAN LORENZO,404575600,422.91
2017-11-28,TRONERAS,55580200,71
2017-11-28,URRA1,138423300,158.45
2017-11-28,AGREGADO BOGOTA,1522865900,3763.5
2017-11-28,BETANIA,81164000,124.66
2017-11-28,EL QUIMBO,595146200,1113.81
2017-11-28,MUNA,57599200,57.6
2017-11-28,PRADO,37324100,57.2
2017-11-28,TOPOCORO,962657600,1003.3
2017-11-28,CHUZA,761535500,980.6
2017-11-28,ESMERALDA,962062800,1112.97
2017-11-28,GUAVIO,1648675900,2091.46
2017-11-28,ALTOANCHICAYA,9766200,36.88
2017-11-28,CALIMA1,193141500,217.04
2017-11-28,SALVAJINA,104025700,171.82
2017-11-29,AMANI,227039900,246.13
2017-11-29,MIRAFLORES,279811700,313.1
2017-11-29,PENOL,3599476700,4078.46
2017-11-29,PLAYAS,110554200,96.35
2017-11-29,PORCE II,113428600,130.14
2017-11-29,PORCE III,61433700,117.29
2017-11-29,PUNCHINA,52034500,65.12
2017-11-29,RIOGRANDE2,525211500,560.59
2017-11-29,SAN LORENZO,398830200,422.91
2017-11-29,TRONERAS,54251100,71
2017-11-29,URRA1,140433100,158.45
2017-11-29,AGREGADO BOGOTA,1519671500,3763.5
2017-11-29,BETANIA,77811700,124.66
2017-11-29,EL QUIMBO,587138700,1113.81
2017-11-29,MUNA,55411900,57.6
2017-11-29,PRADO,37753700,57.2
2017-11-29,TOPOCORO,967100600,1003.3
2017-11-29,CHUZA,756172000,980.6
2017-11-29,ESMERALDA,964996300,1112.97
2017-11-29,GUAVIO,1639690900,2091.46
2017-11-29,ALTOANCHICAYA,10099100,36.88
2017-11-29,CALIMA1,193763100,217.04
2017-11-29,SALVAJINA,103889000,171.82
2017-11-30,AMANI,224325500,246.13
2017-11-30,MIRAFLORES,280453900,313.1
2017-11-30,PENOL,3592336200,4078.46
2017-11-30,PLAYAS,110026100,96.35
2017-11-30,PORCE II,107330400,130.14
2017-11-30,PORCE III,75333000,117.29
2017-11-30,PUNCHINA,50851600,65.12
2017-11-30,RIOGRANDE2,525029700,560.59
2017-11-30,SAN LORENZO,389500500,422.91
2017-11-30,TRONERAS,52417200,71
2017-11-30,URRA1,142633200,158.45
2017-11-30,AGREGADO BOGOTA,1516882600,3763.5
