Fecha,Recurso,Precio de Oferta Declarado $/kWh,Capacidad Efectiva Neta (MW)
2017-06-26,ALBAN,58.58601,429
2017-06-26,BETANIA,58.58512,540
2017-06-26,CALIMA,58.58513,132
2017-06-26,CHIVOR,58.58505,1000
2017-06-26,EL QUIMBO,58.58501,400
2017-06-26,GUATAPE,58.58508,560
2017-06-26,GUATRON,62.685,512
2017-06-26,GUAVIO,58.586,1250
2017-06-26,JAGUAS,58.58507,170
2017-06-26,LA TASAJERA,58.58511,306
2017-06-26,MIEL I,58.58502,396
2017-06-26,PAGUA,58.58514,600
2017-06-26,PLAYAS,58.58504,207
2017-06-26,PORCE II,58.5851,405
2017-06-26,PORCE III,58.58503,700
2017-06-26,PRADO,58.587,51
2017-06-26,SALVAJINA,70,315
2017-06-26,SAN CARLOS,58.585,1240
2017-06-26,SOGAMOSO,58.58509,819
2017-06-26,URRA,58.58506,338
2017-06-27,ALBAN,58.58506,429
2017-06-27,BETANIA,58.58507,540
2017-06-27,CALIMA,58.585,132
2017-06-27,CHIVOR,58.58502,1000
2017-06-27,EL QUIMBO,58.58505,400
2017-06-27,GUATAPE,58.58503,560
2017-06-27,GUATRON,62.685,512
2017-06-27,GUAVIO,58.586,1250
2017-06-27,JAGUAS,58.58509,170
2017-06-27,LA TASAJERA,58.58511,306
2017-06-27,MIEL I,120,396
2017-06-27,PAGUA,58.58501,600
2017-06-27,PLAYAS,58.58513,207
2017-06-27,PORCE II,58.58508,405
2017-06-27,PORCE III,62.68501,700
2017-06-27,PRADO,58.58601,51
2017-06-27,SALVAJINA,60,315
2017-06-27,SAN CARLOS,58.5851,1240
2017-06-27,SOGAMOSO,58.58512,819
2017-06-27,URRA,58.58504,338
2017-06-28,ALBAN,58.58511,429
2017-06-28,BETANIA,58.58502,540
2017-06-28,CALIMA,58.58506,132
2017-06-28,CHIVOR,58.5851,1000
2017-06-28,EL QUIMBO,58.58514,400
2017-06-28,GUATAPE,58.58508,560
2017-06-28,GUATRON,62.685,512
2017-06-28,GUAVIO,58.586,1250
2017-06-28,JAGUAS,58.58512,170
2017-06-28,LA TASAJERA,58.58503,306
2017-06-28,MIEL I,120,396
2017-06-28,PAGUA,58.58507,600
2017-06-28,PLAYAS,58.58505,207
2017-06-28,PORCE II,58.58504,405
2017-06-28,PORCE III,58.58515,700
2017-06-28,PRADO,59,51
2017-06-28,SALVAJINA,58.585,315
2017-06-28,SAN CARLOS,58.58513,1240
2017-06-28,SOGAMOSO,58.58509,819
2017-06-28,URRA,58.58501,338
2017-06-29,ALBAN,58.58516,429
2017-06-29,BETANIA,58.58507,540
2017-06-29,CALIMA,58.58515,132
2017-06-29,CHIVOR,58.58509,1000
2017-06-29,EL QUIMBO,58.58501,400
2017-06-29,GUATAPE,58.58511,560
2017-06-29,GUATRON,58.58508,512
2017-06-29,GUAVIO,58.586,1250
2017-06-29,JAGUAS,58.58505,170
2017-06-29,LA TASAJERA,58.58513,306
2017-06-29,MIEL I,120,396
2017-06-29,PAGUA,58.58512,600
2017-06-29,PLAYAS,58.5851,207
2017-06-29,PORCE II,58.58503,405
2017-06-29,PORCE III,58.585,700
2017-06-29,PRADO,59,51
2017-06-29,SALVAJINA,58.58506,315
2017-06-29,SAN CARLOS,58.58504,1240
2017-06-29,SOGAMOSO,58.58502,819
2017-06-29,URRA,58.58514,338
2017-06-30,ALBAN,58.58514,429
2017-06-30,BETANIA,58.58509,540
2017-06-30,CALIMA,65,132
2017-06-30,CHIVOR,58.585,1000
2017-06-30,EL QUIMBO,58.58505,400
2017-06-30,GUATAPE,58.58504,560
2017-06-30,GUATRON,58.58508,512
2017-06-30,GUAVIO,58.586,1250
2017-06-30,JAGUAS,58.5851,170
2017-06-30,LA TASAJERA,58.58502,306
2017-06-30,MIEL I,120,396
2017-06-30,PAGUA,58.58511,600
2017-06-30,PLAYAS,58.58512,207
2017-06-30,PORCE II,58.58507,405
2017-06-30,PORCE III,58.58503,700
2017-06-30,PRADO,59,51
2017-06-30,SALVAJINA,65.00001,315
2017-06-30,SAN CARLOS,58.58506,1240
2017-06-30,SOGAMOSO,58.58501,819
2017-06-30,URRA,58.58513,338
2017-07-01,ALBAN,61.42303,429
2017-07-01,BETANIA,61.42311,540
2017-07-01,CALIMA,75,132
2017-07-01,CHIVOR,61.42312,1000
2017-07-01,EL QUIMBO,61.42307,400
2017-07-01,GUATAPE,61.42302,560
2017-07-01,GUATRON,66.123,512
2017-07-01,GUAVIO,61.424,1250
2017-07-01,JAGUAS,61.42315,170
2017-07-01,LA TASAJERA,61.42313,306
2017-07-01,MIEL I,61.423,396
2017-07-01,PAGUA,61.42306,600
2017-07-01,PLAYAS,61.42308,207
2017-07-01,PORCE II,61.42314,405
2017-07-01,PORCE III,61.42309,700
2017-07-01,PRADO,61.42301,51
2017-07-01,SALVAJINA,64.998,315
2017-07-01,SAN CARLOS,61.42304,1240
2017-07-01,SOGAMOSO,61.4231,819
2017-07-01,URRA,61.42305,338
2017-07-02,ALBAN,64.997,429
2017-07-02,BETANIA,61.42309,540
2017-07-02,CALIMA,64.999,132
2017-07-02,CHIVOR,61.42308,1000
2017-07-02,EL QUIMBO,61.42313,400
2017-07-02,GUATAPE,61.42305,560
2017-07-02,GUATRON,61.4231,512
2017-07-02,GUAVIO,61.424,1250
2017-07-02,JAGUAS,61.42301,170
2017-07-02,LA TASAJERA,61.42306,306
2017-07-02,MIEL I,61.42304,396
2017-07-02,PAGUA,61.42311,600
2017-07-02,PLAYAS,61.42303,207
2017-07-02,PORCE II,61.42307,405
2017-07-02,PORCE III,66.123,700
2017-07-02,PRADO,63,51
2017-07-02,SALVAJINA,64.996,315
2017-07-02,SAN CARLOS,61.42312,1240
2017-07-02,SOGAMOSO,61.42302,819
2017-07-02,URRA,61.423,338
2017-07-03,ALBAN,64.997,429
2017-07-03,BETANIA,61.42301,540
2017-07-03,CALIMA,64.999,132
2017-07-03,CHIVOR,61.42307,1000
2017-07-03,EL QUIMBO,61.42314,400
2017-07-03,GUATAPE,61.42302,560
2017-07-03,GUATRON,61.4231,512
2017-07-03,GUAVIO,61.42303,1250
2017-07-03,JAGUAS,61.42304,170
2017-07-03,LA TASAJERA,61.42309,306
2017-07-03,MIEL I,61.42311,396
2017-07-03,PAGUA,61.42305,600
2017-07-03,PLAYAS,61.42313,207
2017-07-03,PORCE II,61.423,405
2017-07-03,PORCE III,61.42315,700
2017-07-03,PRADO,63,51
2017-07-03,SALVAJINA,64.996,315
2017-07-03,SAN CARLOS,61.42306,1240
2017-07-03,SOGAMOSO,61.42308,819
2017-07-03,URRA,61.42312,338
2017-07-04,ALBAN,61.999,429
2017-07-04,BETANIA,64.5,540
2017-07-04,CALIMA,64.994,132
2017-07-04,CHIVOR,61.42309,1000
2017-07-04,EL QUIMBO,61.42307,400
2017-07-04,GUATAPE,61.42305,560
2017-07-04,GUATRON,61.423,512
2017-07-04,GUAVIO,61.42301,1250
2017-07-04,JAGUAS,61.4231,170
2017-07-04,LA TASAJERA,61.42306,306
2017-07-04,MIEL I,61.42304,396
2017-07-04,PAGUA,61.42303,600
2017-07-04,PLAYAS,61.42313,207
2017-07-04,PORCE II,66.123,405
2017-07-04,PORCE III,61.42311,700
2017-07-04,PRADO,62.999,51
2017-07-04,SALVAJINA,64.996,315
2017-07-04,SAN CARLOS,61.42312,1240
2017-07-04,SOGAMOSO,61.42308,819
2017-07-04,URRA,61.42302,338
2017-07-05,ALBAN,61.42311,429
2017-07-05,BETANIA,61.425,540
2017-07-05,CALIMA,61.42308,132
2017-07-05,CHIVOR,61.42306,1000
2017-07-05,EL QUIMBO,61.42312,400
2017-07-05,GUATAPE,61.42309,560
2017-07-05,GUATRON,61.42313,512
2017-07-05,GUAVIO,61.42304,1250
2017-07-05,JAGUAS,61.42303,170
2017-07-05,LA TASAJERA,61.42301,306
2017-07-05,MIEL I,120,396
2017-07-05,PAGUA,61.424,600
2017-07-05,PLAYAS,61.42314,207
2017-07-05,PORCE II,61.42307,405
2017-07-05,PORCE III,61.423,700
2017-07-05,PRADO,61.999,51
2017-07-05,SALVAJINA,64.996,315
2017-07-05,SAN CARLOS,61.42305,1240
2017-07-05,SOGAMOSO,61.4231,819
2017-07-05,URRA,61.42302,338
2017-07-06,ALBAN,61.42311,429
2017-07-06,BETANIA,61.425,540
2017-07-06,CALIMA,72,132
2017-07-06,CHIVOR,61.42308,1000
2017-07-06,EL QUIMBO,61.42306,400
2017-07-06,GUATAPE,61.42309,560
2017-07-06,GUATRON,61.42313,512
2017-07-06,GUAVIO,61.4231,1250
2017-07-06,JAGUAS,61.42302,170
2017-07-06,LA TASAJERA,61.42304,306
2017-07-06,MIEL I,120,396
2017-07-06,PAGUA,61.424,600
2017-07-06,PLAYAS,61.42303,207
2017-07-06,PORCE II,61.42301,405
2017-07-06,PORCE III,61.42305,700
2017-07-06,PRADO,61.42401,51
2017-07-06,SALVAJINA,70,315
2017-07-06,SAN CARLOS,61.42312,1240
2017-07-06,SOGAMOSO,61.423,819
2017-07-06,URRA,61.42307,338
2017-07-07,ALBAN,61.425,429
2017-07-07,BETANIA,61.42309,540
2017-07-07,CALIMA,95,132
2017-07-07,CHIVOR,61.42311,1000
2017-07-07,EL QUIMBO,61.42305,400
2017-07-07,GUATAPE,61.42307,560
2017-07-07,GUATRON,61.42302,512
2017-07-07,GUAVIO,61.42312,1250
2017-07-07,JAGUAS,61.42314,170
2017-07-07,LA TASAJERA,61.4231,306
2017-07-07,MIEL I,120,396
2017-07-07,PAGUA,61.42301,600
2017-07-07,PLAYAS,61.42304,207
2017-07-07,PORCE II,61.423,405
2017-07-07,PORCE III,61.42303,700
2017-07-07,PRADO,65,51
2017-07-07,SALVAJINA,90,315
2017-07-07,SAN CARLOS,61.42308,1240
2017-07-07,SOGAMOSO,61.42306,819
2017-07-07,URRA,61.42313,338
2017-07-08,ALBAN,61.425,429
2017-07-08,BETANIA,61.42305,540
2017-07-08,CALIMA,95,132
2017-07-08,CHIVOR,61.42306,1000
2017-07-08,EL QUIMBO,61.42313,400
2017-07-08,GUATAPE,61.42311,560
2017-07-08,GUATRON,61.42309,512
2017-07-08,GUAVIO,61.42308,1250
2017-07-08,JAGUAS,61.423,170
2017-07-08,LA TASAJERA,61.42302,306
2017-07-08,MIEL I,120,396
2017-07-08,PAGUA,61.42307,600
2017-07-08,PLAYAS,61.4231,207
2017-07-08,PORCE II,70,405
2017-07-08,PORCE III,61.42301,700
2017-07-08,PRADO,65,51
2017-07-08,SALVAJINA,90,315
2017-07-08,SAN CARLOS,61.42312,1240
2017-07-08,SOGAMOSO,61.42303,819
2017-07-08,URRA,61.42304,338
2017-07-09,ALBAN,70,429
2017-07-09,BETANIA,61.42401,540
2017-07-09,CALIMA,95,132
2017-07-09,CHIVOR,61.424,1000
2017-07-09,EL QUIMBO,61.42302,400
2017-07-09,GUATAPE,61.4231,560
2017-07-09,GUATRON,61.42308,512
2017-07-09,GUAVIO,61.42306,1250
2017-07-09,JAGUAS,61.42309,170
2017-07-09,LA TASAJERA,61.42307,306
2017-07-09,MIEL I,120,396
2017-07-09,PAGUA,61.42304,600
2017-07-09,PLAYAS,61.42301,207
2017-07-09,PORCE II,75,405
2017-07-09,PORCE III,77,700
2017-07-09,PRADO,80,51
2017-07-09,SALVAJINA,90,315
2017-07-09,SAN CARLOS,61.42303,1240
2017-07-09,SOGAMOSO,61.423,819
2017-07-09,URRA,61.42305,338
2017-07-10,ALBAN,65,429
2017-07-10,BETANIA,61.42307,540
2017-07-10,CALIMA,69,132
2017-07-10,CHIVOR,61.42303,1000
2017-07-10,EL QUIMBO,61.42309,400
2017-07-10,GUATAPE,61.423,560
2017-07-10,GUATRON,61.4231,512
2017-07-10,GUAVIO,61.42306,1250
2017-07-10,JAGUAS,61.42311,170
2017-07-10,LA TASAJERA,61.42305,306
2017-07-10,MIEL I,120,396
2017-07-10,PAGUA,61.42312,600
2017-07-10,PLAYAS,61.42304,207
2017-07-10,PORCE II,73,405
2017-07-10,PORCE III,77,700
2017-07-10,PRADO,80,51
2017-07-10,SALVAJINA,90,315
2017-07-10,SAN CARLOS,61.42308,1240
2017-07-10,SOGAMOSO,61.42302,819
2017-07-10,URRA,61.42301,338
2017-07-11,ALBAN,75,429
2017-07-11,BETANIA,61.423,540
2017-07-11,CALIMA,120.00001,132
2017-07-11,CHIVOR,61.42307,1000
2017-07-11,EL QUIMBO,61.42306,400
2017-07-11,GUATAPE,61.42305,560
2017-07-11,GUATRON,61.4231,512
2017-07-11,GUAVIO,61.42303,1250
2017-07-11,JAGUAS,61.42308,170
2017-07-11,LA TASAJERA,61.42302,306
2017-07-11,MIEL I,120,396
2017-07-11,PAGUA,61.42313,600
2017-07-11,PLAYAS,61.42301,207
2017-07-11,PORCE II,83,405
2017-07-11,PORCE III,61.42309,700
2017-07-11,PRADO,90,51
2017-07-11,SALVAJINA,125,315
2017-07-11,SAN CARLOS,61.42312,1240
2017-07-11,SOGAMOSO,61.42311,819
2017-07-11,URRA,61.42304,338
2017-07-12,ALBAN,76,429
2017-07-12,BETANIA,61.42313,540
2017-07-12,CALIMA,125,132
2017-07-12,CHIVOR,61.42306,1000
2017-07-12,EL QUIMBO,61.42303,400
2017-07-12,GUATAPE,61.42301,560
2017-07-12,GUATRON,61.42302,512
2017-07-12,GUAVIO,61.423,1250
2017-07-12,JAGUAS,61.42309,170
2017-07-12,LA TASAJERA,61.42312,306
2017-07-12,MIEL I,61.42311,396
2017-07-12,PAGUA,61.42305,600
2017-07-12,PLAYAS,61.42308,207
2017-07-12,PORCE II,61.42304,405
2017-07-12,PORCE III,64,700
2017-07-12,PRADO,82,51
2017-07-12,SALVAJINA,130,315
2017-07-12,SAN CARLOS,61.42314,1240
2017-07-12,SOGAMOSO,61.4231,819
2017-07-12,URRA,61.42307,338
2017-07-13,ALBAN,62.5,429
2017-07-13,BETANIA,61.42309,540
2017-07-13,CALIMA,125,132
2017-07-13,CHIVOR,61.42305,1000
2017-07-13,EL QUIMBO,61.42302,400
2017-07-13,GUATAPE,61.42311,560
2017-07-13,GUATRON,68,512
2017-07-13,GUAVIO,61.42308,1250
2017-07-13,JAGUAS,145,170
2017-07-13,LA TASAJERA,61.4231,306
2017-07-13,MIEL I,140,396
2017-07-13,PAGUA,61.42307,600
2017-07-13,PLAYAS,61.423,207
2017-07-13,PORCE II,67,405
2017-07-13,PORCE III,61.42301,700
2017-07-13,PRADO,70,51
2017-07-13,SALVAJINA,130,315
2017-07-13,SAN CARLOS,61.42304,1240
2017-07-13,SOGAMOSO,61.42303,819
2017-07-13,URRA,61.42306,338
2017-07-14,ALBAN,62.1,429
2017-07-14,BETANIA,61.42303,540
2017-07-14,CALIMA,125,132
2017-07-14,CHIVOR,61.42306,1000
2017-07-14,EL QUIMBO,61.42309,400
2017-07-14,GUATAPE,61.42307,560
2017-07-14,GUATRON,68,512
2017-07-14,GUAVIO,61.42301,1250
2017-07-14,JAGUAS,145,170
2017-07-14,LA TASAJERA,61.42304,306
2017-07-14,MIEL I,140,396
2017-07-14,PAGUA,61.424,600
2017-07-14,PLAYAS,61.42305,207
2017-07-14,PORCE II,67,405
2017-07-14,PORCE III,61.423,700
2017-07-14,PRADO,65,51
2017-07-14,SALVAJINA,130,315
2017-07-14,SAN CARLOS,61.42308,1240
2017-07-14,SOGAMOSO,61.42302,819
2017-07-14,URRA,61.4231,338
2017-07-15,ALBAN,62,429
2017-07-15,BETANIA,61.42301,540
2017-07-15,CALIMA,80,132
2017-07-15,CHIVOR,61.42312,1000
2017-07-15,EL QUIMBO,61.42313,400
2017-07-15,GUATAPE,61.42306,560
2017-07-15,GUATRON,61.42303,512
2017-07-15,GUAVIO,61.42302,1250
2017-07-15,JAGUAS,61.42304,170
2017-07-15,LA TASAJERA,61.423,306
2017-07-15,MIEL I,140,396
2017-07-15,PAGUA,61.42309,600
2017-07-15,PLAYAS,61.42307,207
2017-07-15,PORCE II,61.42305,405
2017-07-15,PORCE III,68,700
2017-07-15,PRADO,64,51
2017-07-15,SALVAJINA,130,315
2017-07-15,SAN CARLOS,61.42311,1240
2017-07-15,SOGAMOSO,61.42308,819
2017-07-15,URRA,61.4231,338
2017-07-16,ALBAN,75,429
2017-07-16,BETANIA,61.42309,540
2017-07-16,CALIMA,80,132
2017-07-16,CHIVOR,61.423,1000
2017-07-16,EL QUIMBO,61.42306,400
2017-07-16,GUATAPE,61.42302,560
2017-07-16,GUATRON,62,512
2017-07-16,GUAVIO,62.00001,1250
2017-07-16,JAGUAS,61.42308,170
2017-07-16,LA TASAJERA,61.42305,306
2017-07-16,MIEL I,140,396
2017-07-16,PAGUA,61.42307,600
2017-07-16,PLAYAS,61.4231,207
2017-07-16,PORCE II,68,405
2017-07-16,PORCE III,61.42301,700
2017-07-16,PRADO,64,51
2017-07-16,SALVAJINA,130,315
2017-07-16,SAN CARLOS,61.42303,1240
2017-07-16,SOGAMOSO,61.42311,819
2017-07-16,URRA,61.42304,338
2017-07-17,ALBAN,75,429
2017-07-17,BETANIA,61.42304,540
2017-07-17,CALIMA,120,132
2017-07-17,CHIVOR,61.42309,1000
2017-07-17,EL QUIMBO,61.42306,400
2017-07-17,GUATAPE,61.42311,560
2017-07-17,GUATRON,62,512
2017-07-17,GUAVIO,65,1250
2017-07-17,JAGUAS,61.42305,170
2017-07-17,LA TASAJERA,61.42302,306
2017-07-17,MIEL I,140,396
2017-07-17,PAGUA,61.423,600
2017-07-17,PLAYAS,61.42301,207
2017-07-17,PORCE II,72,405
2017-07-17,PORCE III,61.42308,700
2017-07-17,PRADO,61.999,51
2017-07-17,SALVAJINA,130,315
2017-07-17,SAN CARLOS,61.42307,1240
2017-07-17,SOGAMOSO,61.42303,819
2017-07-17,URRA,61.4231,338
2017-07-18,ALBAN,61.42308,429
2017-07-18,BETANIA,61.42305,540
2017-07-18,CALIMA,120,132
2017-07-18,CHIVOR,61.42304,1000
2017-07-18,EL QUIMBO,61.42312,400
2017-07-18,GUATAPE,61.42306,560
2017-07-18,GUATRON,61.42301,512
2017-07-18,GUAVIO,65,1250
2017-07-18,JAGUAS,145,170
2017-07-18,LA TASAJERA,61.42302,306
2017-07-18,MIEL I,140,396
2017-07-18,PAGUA,61.42309,600
2017-07-18,PLAYAS,61.42303,207
2017-07-18,PORCE II,61.42307,405
2017-07-18,PORCE III,80,700
2017-07-18,PRADO,61.999,51
2017-07-18,SALVAJINA,100,315
2017-07-18,SAN CARLOS,61.423,1240
2017-07-18,SOGAMOSO,61.4231,819
2017-07-18,URRA,61.42311,338
2017-07-19,ALBAN,74.999,429
2017-07-19,BETANIA,67,540
2017-07-19,CALIMA,61.42303,132
2017-07-19,CHIVOR,61.42311,1000
2017-07-19,EL QUIMBO,61.42304,400
2017-07-19,GUATAPE,61.42301,560
2017-07-19,GUATRON,100,512
2017-07-19,GUAVIO,61.423,1250
2017-07-19,JAGUAS,150,170
2017-07-19,LA TASAJERA,61.42305,306
2017-07-19,MIEL I,67.089,396
2017-07-19,PAGUA,61.4231,600
2017-07-19,PLAYAS,61.42307,207
2017-07-19,PORCE II,145,405
2017-07-19,PORCE III,61.42306,700
2017-07-19,PRADO,64,51
2017-07-19,SALVAJINA,135,315
2017-07-19,SAN CARLOS,61.42302,1240
2017-07-19,SOGAMOSO,61.42309,819
2017-07-19,URRA,61.42308,338
2017-07-20,ALBAN,69.999,429
2017-07-20,BETANIA,107.3,540
2017-07-20,CALIMA,130.00001,132
2017-07-20,CHIVOR,61.42308,1000
2017-07-20,EL QUIMBO,61.4231,400
2017-07-20,GUATAPE,61.42302,560
2017-07-20,GUATRON,61.42303,512
2017-07-20,GUAVIO,61.42305,1250
2017-07-20,JAGUAS,61.42306,170
2017-07-20,LA TASAJERA,61.42309,306
2017-07-20,MIEL I,130,396
2017-07-20,PAGUA,61.424,600
2017-07-20,PLAYAS,61.42307,207
2017-07-20,PORCE II,145,405
2017-07-20,PORCE III,100,700
2017-07-20,PRADO,64,51
2017-07-20,SALVAJINA,135,315
2017-07-20,SAN CARLOS,61.42301,1240
2017-07-20,SOGAMOSO,61.423,819
2017-07-20,URRA,61.42304,338
2017-07-21,ALBAN,61.42311,429
2017-07-21,BETANIA,61.42313,540
2017-07-21,CALIMA,90,132
2017-07-21,CHIVOR,61.42306,1000
2017-07-21,EL QUIMBO,61.4231,400
2017-07-21,GUATAPE,61.42309,560
2017-07-21,GUATRON,61.42308,512
2017-07-21,GUAVIO,61.424,1250
2017-07-21,JAGUAS,61.42401,170
2017-07-21,LA TASAJERA,61.42305,306
2017-07-21,MIEL I,135.00001,396
2017-07-21,PAGUA,61.42301,600
2017-07-21,PLAYAS,61.42303,207
2017-07-21,PORCE II,61.42302,405
2017-07-21,PORCE III,68,700
2017-07-21,PRADO,61.42304,51
2017-07-21,SALVAJINA,135,315
2017-07-21,SAN CARLOS,61.42307,1240
2017-07-21,SOGAMOSO,61.423,819
2017-07-21,URRA,61.42312,338
2017-07-22,ALBAN,64.999,429
2017-07-22,BETANIA,69.1,540
2017-07-22,CALIMA,67.998,132
2017-07-22,CHIVOR,61.42306,1000
2017-07-22,EL QUIMBO,61.42309,400
2017-07-22,GUATAPE,61.4231,560
2017-07-22,GUATRON,61.42301,512
2017-07-22,GUAVIO,61.423,1250
2017-07-22,JAGUAS,66.95,170
2017-07-22,LA TASAJERA,61.42303,306
2017-07-22,MIEL I,135,396
2017-07-22,PAGUA,61.42304,600
2017-07-22,PLAYAS,61.42302,207
2017-07-22,PORCE II,61.42307,405
2017-07-22,PORCE III,61.42313,700
2017-07-22,PRADO,61.42308,51
2017-07-22,SALVAJINA,67.999,315
2017-07-22,SAN CARLOS,61.42312,1240
2017-07-22,SOGAMOSO,61.42311,819
2017-07-22,URRA,61.42305,338
2017-07-23,ALBAN,66.999,429
2017-07-23,BETANIA,61.42302,540
2017-07-23,CALIMA,63.999,132
2017-07-23,CHIVOR,61.42301,1000
2017-07-23,EL QUIMBO,61.42307,400
2017-07-23,GUATAPE,61.42309,560
2017-07-23,GUATRON,61.42306,512
2017-07-23,GUAVIO,61.4231,1250
2017-07-23,JAGUAS,66.95,170
2017-07-23,LA TASAJERA,61.42308,306
2017-07-23,MIEL I,135,396
2017-07-23,PAGUA,67.7,600
2017-07-23,PLAYAS,61.42304,207
2017-07-23,PORCE II,100,405
2017-07-23,PORCE III,61.42303,700
2017-07-23,PRADO,70,51
2017-07-23,SALVAJINA,66.998,315
2017-07-23,SAN CARLOS,61.42311,1240
2017-07-23,SOGAMOSO,61.423,819
2017-07-23,URRA,61.42305,338
2017-07-24,ALBAN,65.999,429
2017-07-24,BETANIA,61.4231,540
2017-07-24,CALIMA,61.42303,132
2017-07-24,CHIVOR,61.42311,1000
2017-07-24,EL QUIMBO,61.423,400
2017-07-24,GUATAPE,61.42307,560
2017-07-24,GUATRON,61.42305,512
2017-07-24,GUAVIO,61.42312,1250
2017-07-24,JAGUAS,135,170
2017-07-24,LA TASAJERA,61.42306,306
2017-07-24,MIEL I,66.95,396
2017-07-24,PAGUA,68.2,600
2017-07-24,PLAYAS,61.42308,207
2017-07-24,PORCE II,61.42309,405
2017-07-24,PORCE III,61.42313,700
2017-07-24,PRADO,80,51
2017-07-24,SALVAJINA,79.999,315
2017-07-24,SAN CARLOS,61.42304,1240
2017-07-24,SOGAMOSO,61.42302,819
2017-07-24,URRA,61.42301,338
2017-07-25,ALBAN,65.499,429
2017-07-25,BETANIA,64.6,540
2017-07-25,CALIMA,130,132
2017-07-25,CHIVOR,62,1000
2017-07-25,EL QUIMBO,61.42309,400
2017-07-25,GUATAPE,61.42307,560
2017-07-25,GUATRON,61.42303,512
2017-07-25,GUAVIO,61.42301,1250
2017-07-25,JAGUAS,66.95,170
2017-07-25,LA TASAJERA,61.42305,306
2017-07-25,MIEL I,67.5,396
2017-07-25,PAGUA,61.423,600
2017-07-25,PLAYAS,61.42304,207
2017-07-25,PORCE II,100,405
2017-07-25,PORCE III,61.42308,700
2017-07-25,PRADO,80,51
2017-07-25,SALVAJINA,134,315
2017-07-25,SAN CARLOS,61.42306,1240
2017-07-25,SOGAMOSO,61.4231,819
2017-07-25,URRA,61.42302,338
2017-07-26,ALBAN,66.499,429
2017-07-26,BETANIA,70.1,540
2017-07-26,CALIMA,140,132
2017-07-26,CHIVOR,61.42301,1000
2017-07-26,EL QUIMBO,61.42309,400
2017-07-26,GUATAPE,61.42311,560
2017-07-26,GUATRON,70,512
2017-07-26,GUAVIO,61.42306,1250
2017-07-26,JAGUAS,66.95,170
2017-07-26,LA TASAJERA,61.42305,306
2017-07-26,MIEL I,121,396
2017-07-26,PAGUA,61.42303,600
2017-07-26,PLAYAS,61.42302,207
2017-07-26,PORCE II,61.423,405
2017-07-26,PORCE III,61.42304,700
2017-07-26,PRADO,80,51
2017-07-26,SALVAJINA,144,315
2017-07-26,SAN CARLOS,61.42307,1240
2017-07-26,SOGAMOSO,61.4231,819
2017-07-26,URRA,61.42308,338
2017-07-27,ALBAN,66.499,429
2017-07-27,BETANIA,61.42304,540
2017-07-27,CALIMA,140,132
2017-07-27,CHIVOR,61.42303,1000
2017-07-27,EL QUIMBO,61.42309,400
2017-07-27,GUATAPE,61.42306,560
2017-07-27,GUATRON,70,512
2017-07-27,GUAVIO,61.42301,1250
2017-07-27,JAGUAS,66.95,170
2017-07-27,LA TASAJERA,61.42305,306
2017-07-27,MIEL I,121,396
2017-07-27,PAGUA,64.5,600
2017-07-27,PLAYAS,61.42302,207
2017-07-27,PORCE II,61.4231,405
2017-07-27,PORCE III,61.42307,700
2017-07-27,PRADO,69,51
2017-07-27,SALVAJINA,144,315
2017-07-27,SAN CARLOS,61.423,1240
2017-07-27,SOGAMOSO,61.42311,819
2017-07-27,URRA,61.42308,338
2017-07-28,ALBAN,66.499,429
2017-07-28,BETANIA,61.424,540
2017-07-28,CALIMA,100,132
2017-07-28,CHIVOR,61.42302,1000
2017-07-28,EL QUIMBO,61.4231,400
2017-07-28,GUATAPE,61.42308,560
2017-07-28,GUATRON,70,512
2017-07-28,GUAVIO,61.42301,1250
2017-07-28,JAGUAS,66.95,170
2017-07-28,LA TASAJERA,61.42307,306
2017-07-28,MIEL I,139,396
2017-07-28,PAGUA,66.1,600
2017-07-28,PLAYAS,61.42306,207
2017-07-28,PORCE II,61.423,405
2017-07-28,PORCE III,61.42305,700
2017-07-28,PRADO,66.4,51
2017-07-28,SALVAJINA,144,315
2017-07-28,SAN CARLOS,61.42309,1240
2017-07-28,SOGAMOSO,61.42304,819
2017-07-28,URRA,61.42303,338
2017-07-29,ALBAN,69.999,429
2017-07-29,BETANIA,62.3,540
2017-07-29,CALIMA,100,132
2017-07-29,CHIVOR,61.42301,1000
2017-07-29,EL QUIMBO,61.42306,400
2017-07-29,GUATAPE,61.42307,560
2017-07-29,GUATRON,62,512
2017-07-29,GUAVIO,61.42309,1250
2017-07-29,JAGUAS,66.95,170
2017-07-29,LA TASAJERA,61.42308,306
2017-07-29,MIEL I,139,396
2017-07-29,PAGUA,61.424,600
2017-07-29,PLAYAS,61.423,207
2017-07-29,PORCE II,110,405
2017-07-29,PORCE III,61.42303,700
2017-07-29,PRADO,66.4,51
2017-07-29,SALVAJINA,144,315
2017-07-29,SAN CARLOS,61.42302,1240
2017-07-29,SOGAMOSO,61.42305,819
2017-07-29,URRA,61.42304,338
2017-07-30,ALBAN,120,429
2017-07-30,BETANIA,95,540
2017-07-30,CALIMA,115,132
2017-07-30,CHIVOR,61.9,1000
2017-07-30,EL QUIMBO,61.42304,400
2017-07-30,GUATAPE,61.42301,560
2017-07-30,GUATRON,61.5,512
2017-07-30,GUAVIO,61.423,1250
2017-07-30,JAGUAS,66.95,170
2017-07-30,LA TASAJERA,61.42308,306
2017-07-30,MIEL I,139,396
